katamajemuk,label,is_kata_dasar,kata_dasar_1,kata_dasar_2
habistempo,0,0,habistempo,
hampaudara,0,0,hampaudara,
hausbuku,0,0,hausbuku,
hausdarah,0,0,hausdarah,
hauskekuasaan,0,0,hauskekuasaan,
hausuang,0,0,hausuang,
jatuhtempo,0,0,jatuhtempo,
jauhhari,0,0,jauhhari,
jauhmalam,0,0,jauhmalam,
kalahsuara,0,0,kalahsuara,
keringembun,0,0,keringembun,
laiklaut,0,0,laiklaut,
laikudara,0,0,laikudara,
layaklaut,0,0,layaklaut,
layakudara,0,0,layakudara,
lepaslandas,0,0,lepaslandas,
lepaspantai,0,0,lepaspantai,
lolosbutuh,0,0,lolosbutuh,
luarbiasa,0,0,luarbiasa,
luarkota,0,0,luarkota,
luarnegeri,0,0,luarnegeri,
melekhuruf,0,0,melekhuruf,
mogokkuliah,0,0,mogokkuliah,
mogokmakan,0,0,mogokmakan,
naikapel,0,0,naikapel,
naikbanding,0,0,naikbanding,
naiknobat,0,0,naiknobat,
pekacahaya,0,0,pekacahaya,
puasdiri,0,0,puasdiri,
salahair,0,0,salahair,
salahangkuh,0,0,salahangkuh,
salahrupa,0,0,salahrupa,
samatengah,0,0,samatengah,
sesatair,0,0,sesatair,
siappakai,0,0,siappakai,
siaptempur,0,0,siaptempur,
terangbulan,0,0,terangbulan,
terangcuaca,0,0,terangcuaca,
teranghari,0,0,teranghari,
terangtanah,0,0,terangtanah,
terangterbanglalat,0,0,terangterbanglalat,
tinggihari,0,0,tinggihari,
busungdarah,0,0,busungdarah,
busunglapar,0,0,busunglapar,
ceraimati,0,0,ceraimati,
ceraitembilang,0,0,ceraitembilang,
mabukasmara,0,0,mabukasmara,
mabukbirahi,0,0,mabukbirahi,
mabukbungaraya,0,0,mabukbungaraya,
mabukbungaselasih,0,0,mabukbungaselasih,
mabukdarah,0,0,mabukdarah,
mabukdurian,0,0,mabukdurian,
mabukgadung,0,0,mabukgadung,
mabukkepayang,0,0,mabukkepayang,
mabuklaut,0,0,mabuklaut,
mabukombak,0,0,mabukombak,
mabukudara,0,0,mabukudara,
mandiangin,0,0,mandiangin,
mandidarah,0,0,mandidarah,
mandikeringat,0,0,mandikeringat,
mandiombak,0,0,mandiombak,
mandipeluh,0,0,mandipeluh,
masaktangan,0,0,masaktangan,
gagaltotal,0,0,gagaltotal,
harap-harapcemas,0,0,harap-harapcemas,
kawinlari,0,0,kawinlari,
kawinpaksa,0,0,kawinpaksa,
kawintamasya,0,0,kawintamasya,
keras-keraslemah,0,0,keras-keraslemah,
matiseladang,0,0,matiseladang,
matisyahid,0,0,matisyahid,
mogokduduk,0,0,mogokduduk,
nikahtamasya,0,0,nikahtamasya,
terimasalah,0,0,terimasalah,
kembarlima,0,0,kembarlima,
kembartiga,0,0,kembartiga,
lipatbanyak,0,0,lipatbanyak,
lipatdua,0,0,lipatdua,
lipattiga,0,0,lipattiga,
kedapair,0,0,kedapair,
kedapsuara,0,0,kedapsuara,
tahanair,0,0,tahanair,
tahanapi,0,0,tahanapi,
tahanbesi,0,0,tahanbesi,
tahancuci,0,0,tahancuci,
tahangelombang,0,0,tahangelombang,
tahanhina,0,0,tahanhina,
tahankias,0,0,tahankias,
tahanlama,0,0,tahanlama,
tahanlapar,0,0,tahanlapar,
tahanlasak,0,0,tahanlasak,
tahanpalu,0,0,tahanpalu,
tahanpeluru,0,0,tahanpeluru,
tahansesah,0,0,tahansesah,
tahantangan,0,0,tahantangan,
tahantembak,0,0,tahantembak,
tahanuji,0,0,tahanuji,
bodoh-bodohsepat,0,0,bodoh-bodohsepat,
bulattelur,0,0,bulattelur,
bulattorak,0,0,bulattorak,
buntingkerbau,0,0,buntingkerbau,
butaayam,0,0,butaayam,
cabik-cabikbuluayam,0,0,cabik-cabikbuluayam,
carik-carikbuluayam,0,0,carik-carikbuluayam,
diam-diamlepu,0,0,diam-diamlepu,
hangat-hangatkuku,0,0,hangat-hangatkuku,
hangat-hangattahiayam,0,0,hangat-hangattahiayam,
hijaulumut,0,0,hijaulumut,
hitam-hitamgulajawa,0,0,hitam-hitamgulajawa,
hitammanggis,0,0,hitammanggis,
jinak-jinakmerpati,0,0,jinak-jinakmerpati,
julingair,0,0,julingair,
keras-keraskerak,0,0,keras-keraskerak,
keruh-keruhkerak,0,0,keruh-keruhkerak,
kesat-kesatdaunpisang,0,0,kesat-kesatdaunpisang,
kuninggading,0,0,kuninggading,
kuninglangsat,0,0,kuninglangsat,
lari-larianjing,0,0,lari-larianjing,
layubunga,0,0,layubunga,
lepasangin,0,0,lepasangin,
lipatkajang,0,0,lipatkajang,
luas-luasdaunlalang,0,0,luas-luasdaunlalang,
lurus-lurusekoranjing,0,0,lurus-lurusekoranjing,
lurustabung,0,0,lurustabung,
mabukempattiang,0,0,mabukempattiang,
malu-malukucing,0,0,malu-malukucing,
matikatak,0,0,matikatak,
matikutu,0,0,matikutu,
merdekaayam,0,0,merdekaayam,
nyengirkuda,0,0,nyengirkuda,
pataharang,0,0,pataharang,
patahbatu,0,0,patahbatu,
pekakbadak,0,0,pekakbadak,
pekakbatu,0,0,pekakbatu,
pekaklabang,0,0,pekaklabang,
pening-peninglalat,0,0,pening-peninglalat,
putihsalju,0,0,putihsalju,
putusarang,0,0,putusarang,
sakitkakigajah,0,0,sakitkakigajah,
sakitkuning,0,0,sakitkuning,
silu-siluasam,0,0,silu-siluasam,
suam-suamkuku,0,0,suam-suamkuku,
terang-terangkain,0,0,terang-terangkain,
tidur-tidurayam,0,0,tidur-tidurayam,
tua-tuakeladi,0,0,tua-tuakeladi,
tua-tuakelapa,0,0,tua-tuakelapa,
banjiruang,0,0,banjiruang,
lutsinar,0,0,lutsinar,
masukangin,0,0,masukangin,
penuhair,0,0,penuhair,
tembuscahaya,0,0,tembuscahaya,
tembusmata,0,0,tembusmata,
tembuspandang,0,0,tembuspandang,
balikbelakang,0,0,balikbelakang,
balikkerak,0,0,balikkerak,
belokkiri,0,0,belokkiri,
hadapkanan,0,0,hadapkanan,
hadapkiri,0,0,hadapkiri,
masukdesa,0,0,masukdesa,
masukkerja,0,0,masukkerja,
masukperangkap,0,0,masukperangkap,
masuksekolah,0,0,masuksekolah,
masuksuluk,0,0,masuksuluk,
naikdarat,0,0,naikdarat,
pulangkampung,0,0,pulangkampung,
pulangkandang,0,0,pulangkandang,
pulangkantor,0,0,pulangkantor,
turunkandang,0,0,turunkandang,
jatuhcinta,0,0,jatuhcinta,
jatuhmelarat,0,0,jatuhmelarat,
jatuhmiskin,0,0,jatuhmiskin,
jatuhpailit,0,0,jatuhpailit,
jatuhsakit,0,0,jatuhsakit,
masukbelanda,0,0,masukbelanda,
masukislam,0,0,masukislam,
masukkompeni,0,0,masukkompeni,
masukkristen,0,0,masukkristen,
masuktentara,0,0,masuktentara,
naikbesar,0,0,naikbesar,
naikgembira,0,0,naikgembira,
naikgeram,0,0,naikgeram,
naikhaji,0,0,naikhaji,
naikmarah,0,0,naikmarah,
naikmempelai,0,0,naikmempelai,
naikpitam,0,0,naikpitam,
naikraja,0,0,naikraja,
naiksaksi,0,0,naiksaksi,
pergihaji,0,0,pergihaji,
bagirata,0,0,bagirata,
beritahu,0,0,beritahu,
bumihangus,0,0,bumihangus,
pukulmundur,0,0,pukulmundur,
tembakjatuh,0,0,tembakjatuh,
tembakmati,0,0,tembakmati,
tahuada,0,0,tahuada,
tahuberes,0,0,tahuberes,
tahujadi,0,0,tahujadi,
tahudia,0,0,tahudia,
tangkapbasar,0,0,tangkapbasar,
kepalaangin,0,0,kepalaangin,
kepalabatu,0,0,kepalabatu,
kepalaudang,0,0,kepalaudang,
matabijisaga,0,0,matabijisaga,
matakelemayar,0,0,matakelemayar,
matakeranjang,0,0,matakeranjang,
matasabun,0,0,matasabun,
mataseluang,0,0,mataseluang,
otakudang,0,0,otakudang,
telingakuali,0,0,telingakuali,
telingatempayan,0,0,telingatempayan,
jerihpenat,0,0,jerihpenat,
karibbait,0,0,karibbait,
kasihsayang,0,0,kasihsayang,
kawalsambang,0,0,kawalsambang,
kecilmungil,0,0,kecilmungil,
kekalabadi,0,0,kekalabadi,
keluhkesah,0,0,keluhkesah,
kepalangtanggung,0,0,kepalangtanggung,
kusutmasai,0,0,kusutmasai,
kusutrumut,0,0,kusutrumut,
kutuklaknat,0,0,kutuklaknat,
lalulalang,0,0,lalulalang,
lambatlaun,0,0,lambatlaun,
lembahngarai,0,0,lembahngarai,
limpahruah,0,0,limpahruah,
malangmelintang,0,0,malangmelintang,
marabahaya,0,0,marabahaya,
miskinpapa,0,0,miskinpapa,
mudabeliau,0,0,mudabeliau,
nurcahaya,0,0,nurcahaya,
pahitgetir,0,0,pahitgetir,
pecahbelah,0,0,pecahbelah,
pekiksorak,0,0,pekiksorak,
piuhpilin,0,0,piuhpilin,
pucatkusam,0,0,pucatkusam,
pucatnasi,0,0,pucatnasi,
pucukrayu,0,0,pucukrayu,
rawapaya,0,0,rawapaya,
riakgelombang,0,0,riakgelombang,
salahsilih,0,0,salahsilih,
sanaksaudara,0,0,sanaksaudara,
sangkutpaut,0,0,sangkutpaut,
sarapsampah,0,0,sarapsampah,
sebabmusabab,0,0,sebabmusabab,
sedusedan,0,0,sedusedan,
sehatwalafiat,0,0,sehatwalafiat,
semakbelukar,0,0,semakbelukar,
semaksamun,0,0,semaksamun,
sendagurau,0,0,sendagurau,
siapsiaga,0,0,siapsiaga,
sopansantun,0,0,sopansantun,
soraksorai,0,0,soraksorai,
sumpahserapah,0,0,sumpahserapah,
sunyisenyap,0,0,sunyisenyap,
susahpayah,0,0,susahpayah,
tebakterka,0,0,tebakterka,
tegursapa,0,0,tegursapa,
tempiksorak,0,0,tempiksorak,
tenggangwaktu,0,0,tenggangwaktu,
tindaktanduk,0,0,tindaktanduk,
tingkahlaku,0,0,tingkahlaku,
tipudaya,0,0,tipudaya,
tipumuslihat,0,0,tipumuslihat,
titimangsa,0,1,titimangsa,
tolokukur,0,0,tolokukur,
tulusikhlas,0,0,tulusikhlas,
tumpahruah,0,0,tumpahruah,
turutserta,0,0,turutserta,
tutursapa,0,0,tutursapa,
wartaberita,0,0,wartaberita,
yatimpiatu,0,0,yatimpiatu,
akalbudi,0,0,akalbudi,
akhirkelak,0,0,akhirkelak,
amalbakti,0,0,amalbakti,
amansejahtera,0,0,amansejahtera,
amansentosa,0,0,amansentosa,
amantenteram,0,0,amantenteram,
anakbini,0,0,anakbini,
anakbuah,0,0,anakbuah,
anakistri,0,0,anakistri,
anehbinajaib,0,0,anehbinajaib,
arahtujuan,0,0,arahtujuan,
asalmula,0,0,asalmula,
asalusul,0,0,asalusul,
asamgaram,0,0,asamgaram,
asyikmasyuk,0,0,asyikmasyuk,
babakbelur,0,0,babakbelur,
bacatulis,0,0,bacatulis,
beacukai,0,0,beacukai,
bebasrahasia,0,0,bebasrahasia,
belajarmengajar,0,0,belajarmengajar,
beradikberkakak,0,0,beradikberkakak,
berakarberumbi,0,0,berakarberumbi,
beraspetas,0,0,beraspetas,
birulebam,0,0,birulebam,
budibahasa,0,0,budibahasa,
budipekerti,0,0,budipekerti,
cerahceria,0,0,cerahceria,
cerdascermat,0,0,cerdascermat,
cerdastangkas,0,0,cerdastangkas,
citarasa,0,0,citarasa,
cumburayu,0,0,cumburayu,
darahdaging,0,0,darahdaging,
dayaikhtiar,0,0,dayaikhtiar,
dayaupaya,0,0,dayaupaya,
dayausaha,0,0,dayausaha,
doarestu,0,0,doarestu,
gagahberani,0,0,gagahberani,
gagahperwira,0,0,gagahperwira,
hartabenda,0,0,hartabenda,
harubiru,0,0,harubiru,
hatinurani,0,0,hatinurani,
hutanbelukar,0,0,hutanbelukar,
ilmupengetahuan,0,0,ilmupengetahuan,
intanpermata,0,0,intanpermata,
intisari,0,1,intisari,
iridengki,0,0,iridengki,
isaktangis,0,0,isaktangis,
jantunghati,0,0,jantunghati,
jejaklangkah,0,0,jejaklangkah,
jerittangis,0,0,jerittangis,
kainbaju,0,0,kainbaju,
kakitangan,0,0,kakitangan,
kampunghalaman,0,0,kampunghalaman,
kaumkeluarga,0,0,kaumkeluarga,
kaumkerabat,0,0,kaumkerabat,
keamananketertiban,0,0,keamananketertiban,
kelakkemudian,0,0,kelakkemudian,
kembangbiak,0,0,kembangbiak,
keringkerontang,0,0,keringkerontang,
kosongmelompong,0,0,kosongmelompong,
kuruskering,0,0,kuruskering,
lagaklagu,0,0,lagaklagu,
lemahgemulai,0,0,lemahgemulai,
lemahlaun,0,0,lemahlaun,
lemahlembut,0,0,lemahlembut,
lemahlentur,0,0,lemahlentur,
lemahlunglai,0,0,lemahlunglai,
lesulemah,0,0,lesulemah,
letihlesu,0,0,letihlesu,
letihlisut,0,0,letihlisut,
matatelinga,0,0,matatelinga,
merdekaberdaulat,0,0,merdekaberdaulat,
nafsuberahi,0,0,nafsuberahi,
nenekmoyang,0,0,nenekmoyang,
nistaumpat,0,0,nistaumpat,
nusabangsa,0,0,nusabangsa,
padangbelantara,0,0,padangbelantara,
palawija,0,1,palawija,
pangkatkedudukan,0,0,pangkatkedudukan,
panjanglebar,0,0,panjanglebar,
pencaksilat,0,0,pencaksilat,
periukbelanga,0,0,periukbelanga,
pinggancawan,0,0,pinggancawan,
pokokpangkal,0,0,pokokpangkal,
rataptangis,0,0,rataptangis,
rindudendam,0,0,rindudendam,
rukundamai,0,0,rukundamai,
rumahtangga,0,0,rumahtangga,
sukabaka,0,0,sukabaka,
salahbebal,0,0,salahbebal,
salamtakzim,0,0,salamtakzim,
samarata,0,0,samarata,
samunsakal,0,0,samunsakal,
sebarluas,0,0,sebarluas,
segarbugar,0,0,segarbugar,
seiasekata,0,0,seiasekata,
seiringsejalan,0,0,seiringsejalan,
sembahsujud,0,0,sembahsujud,
senasibsepenanggungan,0,0,senasibsepenanggungan,
sepakterjang,0,0,sepakterjang,
siapsedia,0,0,siapsedia,
silangselisih,0,0,silangselisih,
silangsengketa,0,0,silangsengketa,
simpangsiur,0,0,simpangsiur,
sirihpinang,0,0,sirihpinang,
sucimurni,0,0,sucimurni,
sukusakat,0,0,sukusakat,
suriteladan,0,0,suriteladan,
syakwasangka,0,0,syakwasangka,
taklaintakbukan,0,0,taklaintakbukan,
takut-takutsegan,0,0,takut-takutsegan,
tambalsulam,0,0,tambalsulam,
tanahair,0,0,tanahair,
tanggungjawab,0,0,tanggungjawab,
taufikhidayat,0,0,taufikhidayat,
telukrantau,0,0,telukrantau,
timbalbalik,0,0,timbalbalik,
tinggisemampai,0,0,tinggisemampai,
tugaskewajiban,0,0,tugaskewajiban,
tunjukajar,0,0,tunjukajar,
zakatfitrah,0,0,zakatfitrah,
atasbawah,0,0,atasbawah,
besarkecil,0,0,besarkecil,
bongkarpasang,0,0,bongkarpasang,
depanbelakang,0,0,depanbelakang,
galiuruk,0,0,galiuruk,
haluanburitan,0,0,haluanburitan,
hidup-hidupmati,0,0,hidup-hidupmati,
hilirmudik,0,0,hilirmudik,
ijabkabul,0,0,ijabkabul,
jatuhbangun,0,0,jatuhbangun,
jauhdekat,0,0,jauhdekat,
jiwaraga,0,0,jiwaraga,
jualbeli,0,0,jualbeli,
jungkirbalik,0,0,jungkirbalik,
kawincerai,0,0,kawincerai,
kembangkempis,0,0,kembangkempis,
kembangkuncup,0,0,kembangkuncup,
kesanakemari,0,0,kesanakemari,
luardalam,0,0,luardalam,
lupa-lupaingat,0,0,lupa-lupaingat,
mautakmau,0,0,mautakmau,
mukabelakang,0,0,mukabelakang,
panasdingin,0,0,panasdingin,
panas-panasdingin,0,0,panas-panasdingin,
pergibalik,0,0,pergibalik,
plusminus,0,0,plusminus,
sedikitbanyak,0,0,sedikitbanyak,
sehidupsemati,0,0,sehidupsemati,
sukaduka,0,0,sukaduka,
sukataksuka,0,0,sukataksuka,
timbultenggelam,0,0,timbultenggelam,
timbul-timbultenggelam,0,0,timbul-timbultenggelam,
tinggirendah,0,0,tinggirendah,
tragedikomedi,0,0,tragedikomedi,
untungrugi,0,0,untungrugi,
utangpiutang,0,0,utangpiutang,
ayahbunda,0,0,ayahbunda,
ayahibu,0,0,ayahibu,
brudersuster,0,0,brudersuster,
dewadewi,0,0,dewadewi,
hadirinhadirat,0,0,hadirinhadirat,
jantanbetina,0,0,jantanbetina,
kakeknenek,0,0,kakeknenek,
lakibini,0,0,lakibini,
laki-lakiperempuan,0,0,laki-lakiperempuan,
mudamudi,0,0,mudamudi,
priawanita,0,0,priawanita,
putraputri,0,0,putraputri,
saudarasaudari,0,0,saudarasaudari,
suamiistri,0,0,suamiistri,
terunateruni,0,0,terunateruni,
anakcucu,0,0,anakcucu,
kakakadik,0,0,kakakadik,
berkakakadik,0,0,berkakakadik,
tuamuda,0,0,tuamuda,
basahkuyup,0,0,basahkuyup,
satupadu,0,0,satupadu,
campuraduk,0,0,campuraduk,
hancurlebur,0,0,hancurlebur,
hancurluluh,0,0,hancurluluh,
merahpadam,0,0,merahpadam,
penuhsesak,0,0,penuhsesak,
putihbersih,0,0,putihbersih,
rusakbinasa,0,0,rusakbinasa,
singkatpadat,0,0,singkatpadat,
teguhkukuh,0,0,teguhkukuh,
tenteramdamai,0,0,tenteramdamai,
terusterang,0,0,terusterang,
tuabangka,0,0,tuabangka,
tuarenta,0,0,tuarenta,
tumpangtindih,0,0,tumpangtindih,
ambilalih,0,0,ambilalih,
candakkulak,0,0,candakkulak,
kiankemari,0,0,kiankemari,
pelukcium,0,0,pelukcium,
petikjual,0,0,petikjual,
rebutrampas,0,0,rebutrampas,
sekalidua,0,0,sekalidua,
serahterima,0,0,serahterima,
tabraklari,0,0,tabraklari,
tangkapjual,0,0,tangkapjual,
tanyajawab,0,0,tanyajawab,
timbangterima,0,0,timbangterima,
anakair,0,0,anakair,
anakali-ali,0,0,anakali-ali,
anakangin,0,0,anakangin,
anakapi,0,0,anakapi,
anakasak,0,0,anakasak,
anakbaju,0,0,anakbaju,
anakbangsawan,0,0,anakbangsawan,
anakbari,0,0,anakbari,
anakbatu,0,0,anakbatu,
anakbenua,0,0,anakbenua,
anakbilik,0,0,anakbilik,
anakbukit,0,0,anakbukit,
anakbusur,0,0,anakbusur,
anakdagang,0,0,anakdagang,
anakdamak,0,0,anakdamak,
anakdayung,0,0,anakdayung,
anakgambang,0,0,anakgambang,
anakgenta,0,0,anakgenta,
anakginjal,0,0,anakginjal,
anakgobek,0,0,anakgobek,
anakgumbang,0,0,anakgumbang,
anakigu,0,0,anakigu,
anakjari,0,0,anakjari,
anakjentera,0,0,anakjentera,
anakjoget,0,0,anakjoget,
anakkalimat,0,0,anakkalimat,
anakkapi,0,0,anakkapi,
anakkati,0,0,anakkati,
anakkilas,0,0,anakkilas,
anakkunci,0,0,anakkunci,
anaklela,0,0,anaklela,
anaklidah,0,0,anaklidah,
anaklimpa,0,0,anaklimpa,
anaklumpang,0,0,anaklumpang,
anakmata,0,0,anakmata,
anakmeja,0,0,anakmeja,
anakmeriam,0,0,anakmeriam,
anaknegeri,0,0,anaknegeri,
anakpanah,0,0,anakpanah,
anakpanggung,0,0,anakpanggung,
anakperigi,0,0,anakperigi,
anakrambut,0,0,anakrambut,
anakroda,0,0,anakroda,
anaksaku,0,0,anaksaku,
anaksungai,0,0,anaksungai,
anaktangan,0,0,anaktangan,
anaktangga,0,0,anaktangga,
anaktari,0,0,anaktari,
anaktekak,0,0,anaktekak,
anaktelinga,0,0,anaktelinga,
anaktimbangan,0,0,anaktimbangan,
anaktonil,0,0,anaktonil,
akhirpekan,0,0,akhirpekan,
tahunbaru,0,0,tahunbaru,
mobillistrik,0,0,mobillistrik,
olahtubuh,0,0,olahtubuh,
olahrasa,0,0,olahrasa,
orangtua,0,0,orangtua,
akadnikah,0,0,akadnikah,
angkatandarat,0,0,angkatandarat,
angkatanlaut,0,0,angkatanlaut,
angkatanudara,0,0,angkatanudara,
gelapgulita,0,0,gelapgulita,
gelaktawa,0,0,gelaktawa,
gotongroyong,0,0,gotongroyong,
suratkabar,0,0,suratkabar,
fakirmiskin,0,0,fakirmiskin,
rautmuka,0,0,rautmuka,
alamsemesta,0,0,alamsemesta,
nilaitambah,0,0,nilaitambah,
anakkampung,0,0,anakkampung,
lapangankerja,0,0,lapangankerja,
lapanganpekerjaan,0,0,lapanganpekerjaan,
mata hari,0,1,mata,hari
bina raga,0,1,bina,raga
duka cita,0,1,duka,cita
suka cita,0,1,suka,cita
tuna busana,0,1,tuna,busana
tuna karya,0,1,tuna,karya
tuna netra,0,1,tuna,netra
tuna rungu,0,1,tuna,rungu
tuna susila,0,1,tuna,susila
tuna wicara,0,1,tuna,wicara
tuna wisma,0,1,tuna,wisma
suka ria,0,1,suka,ria
mala petaka,0,1,mala,petaka
reka yasa,0,1,reka,yasa
suka rela,0,1,suka,rela
tragi komedi,0,1,tragi,komedi
ces pleng,0,1,ces,pleng
tok cer,0,1,tok,cer
olah raga,0,1,olah,raga
kaca mata,0,1,kaca,mata
panca indra,0,1,panca,indra
